attendance,midsem,assignment,gpa,quiz,result
52,18,0,1.1,1,0
54,18,4,1.5,3,1
36,3,2,2.2,2,0
55,0,0,0.6,0,0
58,1,1,9.3,4,0
92,12,1,3.2,2,1
68,12,3,1.8,0,1
72,1,4,6.4,0,0
58,18,0,7.9,1,1
1,15,3,7.5,3,0
64,11,1,7.2,5,1
59,0,3,0.5,1,0
50,8,3,7.8,5,1
29,16,0,5.0,3,0
10,9,0,6.5,1,0
91,17,0,9.6,4,1
75,18,4,8.1,1,1
38,6,3,8.3,4,1
89,18,3,1.8,5,1
76,14,4,4.8,2,1
71,8,1,9.5,2,0
62,9,2,5.8,5,1
63,19,1,1.0,5,1
60,19,4,7.3,1,1
53,3,3,0.4,2,0
91,5,3,7.4,0,1
93,3,0,8.8,4,0
72,4,0,4.3,5,0
94,8,3,4.1,3,1
57,11,3,3.0,4,1
84,7,5,8.8,1,1
55,20,0,5.5,2,1
33,4,0,5.8,2,0
30,10,1,6.6,0,0
51,10,3,3.0,2,0
88,12,3,4.3,1,1
75,13,4,7.4,1,1
0,7,1,9.9,3,0
54,17,2,0.3,4,1
21,18,2,0.4,4,1
39,11,2,4.3,4,0
100,11,5,6.6,3,1
0,17,0,3.9,3,0
64,9,2,10.0,3,1
62,6,4,2.0,0,0
53,17,0,0.1,3,1
41,11,0,1.9,2,0
20,13,2,8.9,5,1
78,14,0,1.5,0,0
80,15,1,4.8,2,1
21,1,1,4.2,4,0
37,17,2,6.7,1,1
98,11,4,0.5,4,1
79,15,0,6.6,3,1
7,12,3,3.5,1,0
61,19,2,9.3,4,1
46,16,5,8.5,0,1
16,17,0,4.0,3,0
16,2,2,9.9,4,0
89,9,2,0.5,1,1
12,0,4,7.9,2,0
16,5,3,4.3,4,0
37,2,0,4.3,0,0
80,18,2,1.7,1,1
77,3,2,5.1,4,0
44,19,0,0.8,2,1
5,2,2,6.2,3,0
34,7,2,2.4,3,0
13,7,2,7.2,3,0
71,6,1,6.1,5,0
60,1,1,7.5,1,0
14,20,3,7.5,5,1
53,5,4,2.0,2,0
26,15,0,0.0,2,0
12,9,4,3.7,4,0
30,3,4,9.2,3,0
34,12,1,5.8,1,0
59,9,3,7.3,5,1
5,20,4,8.8,5,1
68,13,4,9.1,3,1
85,8,2,5.3,5,1
57,10,0,5.4,3,0
48,17,3,8.5,4,1
22,10,0,8.1,4,0
88,16,1,7.0,4,1
33,1,4,6.0,0,0
25,2,4,6.2,0,0
46,10,5,3.6,5,1
4,17,0,8.4,1,0
89,2,1,6.2,1,0
19,14,5,2.2,4,1
5,10,5,2.4,2,0
69,10,2,8.6,1,1
58,19,5,6.3,5,1
63,10,5,4.0,0,0
17,18,2,1.9,5,1
3,0,4,6.1,5,0
16,4,4,1.8,0,0
13,9,3,4.7,3,0
77,9,5,6.8,4,1
12,13,0,5.7,5,0
6,1,4,9.2,2,0
43,3,1,0.4,4,0
14,1,0,2.8,0,0
18,17,3,0.6,2,0
62,12,5,1.9,1,1
34,18,2,1.2,3,1
80,4,3,7.3,5,1
34,19,0,3.7,0,0
18,1,2,9.3,3,0
19,10,1,0.2,5,0
99,17,2,6.5,5,1
34,5,2,9.7,4,0
31,9,1,1.8,2,0
47,16,4,4.4,4,1
43,10,4,7.0,3,1
23,18,2,6.3,0,1
60,16,2,5.7,3,1
16,3,3,3.3,0,0
70,13,4,7.3,3,1
49,19,1,6.5,4,1
64,3,5,1.6,3,0
98,13,5,9.6,1,1
31,3,2,5.6,4,0
35,5,2,5.3,3,0
12,8,5,8.5,3,0
69,20,3,6.4,2,1
57,11,3,0.7,4,1
13,7,3,5.1,2,0
36,3,0,7.8,4,0
78,4,1,7.0,0,0
67,5,0,9.7,4,0
39,4,2,0.2,4,0
58,18,3,2.6,3,1
79,7,3,5.5,1,1
91,8,5,6.2,5,1
15,14,5,2.7,4,1
61,3,3,8.3,2,0
3,8,4,1.6,1,0
44,6,5,0.0,4,0
89,7,1,9.5,1,1
27,14,0,3.9,0,0
95,18,1,9.6,1,1
65,14,5,2.8,0,1
30,4,3,0.6,1,0
2,18,2,7.7,1,0
7,6,4,8.4,2,0
23,5,5,4.9,5,0
14,18,1,0.7,2,0
42,16,2,6.5,3,1
30,9,5,1.8,1,0
72,18,3,8.5,0,1
44,10,3,2.7,1,0
65,14,3,8.5,4,1
7,9,3,4.3,0,0
70,10,5,6.0,4,1
56,2,4,7.9,3,0
79,2,4,0.4,4,0
98,17,1,8.2,3,1
29,10,5,1.4,3,0
73,19,3,3.6,3,1
17,17,4,4.7,4,1
68,14,5,9.0,3,1
92,6,2,0.2,3,0
38,9,4,5.6,2,0
59,20,4,6.4,5,1
97,19,1,3.2,1,1
42,9,4,2.9,3,0
44,12,2,4.9,0,0
22,14,3,1.9,0,0
68,17,0,4.7,2,1
93,3,1,7.7,4,1
5,19,2,8.5,4,1
55,16,1,3.9,4,1
3,2,5,6.2,3,0
92,20,3,0.0,5,1
22,20,4,5.5,5,1
5,1,5,9.8,4,0
31,3,4,3.1,4,0
17,0,2,5.9,1,0
14,14,3,7.6,5,1
39,0,0,6.1,3,0
95,5,0,4.2,3,0
72,6,4,1.5,0,1
100,18,5,4.6,0,1
73,11,3,2.9,1,1
83,0,3,7.0,2,0
5,6,2,4.4,3,0
62,18,5,8.5,0,1
66,12,0,1.9,4,1
10,11,2,4.2,3,0
42,11,1,5.6,3,0
16,12,3,1.3,3,0
95,13,0,5.9,5,1
3,11,2,2.9,0,0
62,19,4,2.3,1,1
67,11,1,1.4,0,0
80,5,2,3.5,4,1
40,9,4,9.3,4,1
82,19,0,0.3,2,1
4,8,0,8.5,0,0
31,1,1,4.0,0,0
85,6,4,5.6,2,1
69,8,3,5.1,2,1
34,11,0,9.3,3,0
21,4,5,7.7,3,0
64,0,3,9.8,4,0
83,14,3,7.9,1,1
21,7,2,3.0,4,0
10,0,2,9.6,5,0
76,17,0,9.8,0,1
2,12,3,1.2,1,0
8,0,2,9.0,3,0
59,4,4,6.6,2,0
75,17,4,9.2,2,1
86,15,4,9.2,4,1
13,9,4,8.9,0,0
96,3,3,8.9,0,1
17,0,4,1.2,2,0
72,7,3,1.4,4,1
22,4,0,1.2,5,0
73,1,0,0.9,4,0
82,16,4,3.5,3,1
46,6,4,6.8,3,0
68,16,4,3.5,3,1
46,5,0,7.2,5,0
86,14,2,8.2,1,1
29,4,0,6.7,4,0
24,14,4,4.7,4,1
27,17,2,3.0,5,1
97,17,2,1.2,3,1
24,20,1,4.9,2,1
73,20,3,7.2,3,1
77,5,4,5.5,1,0
57,1,3,7.2,5,0
93,16,1,3.4,2,1
40,20,3,0.7,4,1
24,3,4,7.7,1,0
77,11,1,2.2,1,0
98,18,3,6.2,5,1
47,1,0,8.0,2,0
97,1,2,1.4,3,0
9,13,1,6.0,3,0
98,14,0,6.9,0,1
74,19,4,7.5,2,1
10,1,2,1.5,3,0
84,3,1,8.3,1,0
20,18,2,0.9,5,1
85,8,5,5.2,3,1
44,6,5,4.4,5,1
6,12,1,2.2,3,0
80,11,1,3.0,5,1
63,2,3,1.6,1,0
63,12,2,4.3,2,1
1,14,5,0.4,0,0
75,13,5,8.9,5,1
41,8,2,1.6,3,0
81,12,5,8.9,5,1
53,3,0,8.6,5,0
74,20,5,4.5,3,1
15,7,5,5.0,3,0
17,2,4,3.0,2,0
98,1,0,10.0,1,0
58,18,3,6.7,1,1
89,7,1,9.5,1,1
15,16,5,4.1,1,1
5,12,3,8.8,1,0
56,6,3,4.5,1,0
46,8,0,8.7,3,0
47,11,1,1.3,3,0
41,13,4,6.4,1,1
75,13,3,6.8,1,1
59,14,4,6.6,2,1
76,2,1,4.5,5,0
3,14,1,6.8,2,0
1,18,0,2.4,4,0
89,19,2,6.0,3,1
58,13,5,5.5,1,1
26,7,0,3.2,5,0
26,4,4,7.8,3,0
78,18,0,0.8,4,1
71,3,1,1.7,2,0
6,13,3,4.7,4,0
62,15,5,8.9,0,1
45,19,5,5.8,2,1
62,5,2,8.4,3,0
11,5,1,5.2,2,0
12,2,5,7.9,4,0
42,14,5,3.3,1,1
16,2,3,8.2,5,0
62,10,4,4.0,4,1
80,2,4,5.6,4,1
35,9,4,1.8,1,0
84,17,0,9.2,5,1
7,0,4,7.0,3,0
68,15,4,8.6,5,1
89,15,0,2.1,3,1
79,9,3,0.7,2,1
35,0,1,3.4,4,0
27,3,5,5.2,2,0
92,2,2,8.0,1,0
46,4,5,4.0,0,0
75,11,4,2.7,3,1
100,11,4,3.7,1,1
29,12,5,7.0,3,1
22,11,5,3.4,2,0
15,15,4,9.8,0,1
13,12,0,1.7,5,0
73,4,0,7.5,4,1
70,3,0,5.9,5,0
51,20,2,2.3,3,1
36,14,1,7.5,4,1
28,11,4,4.5,2,0
66,18,3,6.8,3,1
14,20,5,6.6,5,1
99,18,5,1.1,2,1
46,20,4,8.4,4,1
45,10,4,6.8,2,0
51,20,4,7.8,2,1
18,5,5,4.5,2,0
76,8,4,2.0,1,1
20,0,5,3.3,1,0
63,11,1,9.0,3,1
36,13,3,9.4,2,1
26,5,0,4.8,5,0
54,0,3,3.0,2,0
28,1,4,7.3,2,0
19,10,3,7.7,1,0
24,2,4,8.2,4,0
69,9,3,0.3,2,0
62,5,2,0.1,0,0
35,5,3,3.6,3,0
1,19,0,1.5,1,0
21,20,0,8.0,4,1
95,1,3,5.3,0,0
15,9,5,8.3,2,0
17,5,5,1.8,5,0
68,16,5,6.3,5,1
53,13,3,5.8,1,1
99,4,5,3.4,2,1
29,16,1,5.2,3,0
44,1,3,5.9,1,0
18,8,0,8.9,0,0
86,11,5,0.6,5,1
33,18,2,8.2,4,1
12,6,5,9.8,4,0
42,8,0,7.3,3,0
61,20,1,7.4,4,1
92,15,3,2.2,4,1
99,19,5,5.2,3,1
21,10,2,7.1,5,0
51,11,0,6.0,0,0
51,14,2,3.9,1,1
35,17,4,9.4,5,1
72,18,0,5.1,1,1
18,15,4,9.7,3,1
37,14,2,5.6,5,1
69,4,3,7.9,2,1
78,10,3,7.4,3,1
56,14,3,6.6,3,1
19,17,4,0.1,3,1
8,12,3,0.8,3,0
31,3,1,5.8,4,0
3,16,0,9.1,4,0
49,3,0,6.0,5,0
81,15,2,2.4,0,1
4,14,5,3.2,3,0
19,13,4,6.2,1,0
86,11,0,6.0,2,1
74,2,4,9.6,4,1
36,9,2,5.3,1,0
21,7,3,3.6,4,0
57,5,5,5.2,5,1
67,13,2,7.9,0,1
92,16,1,5.4,2,1
43,20,3,3.3,4,1
33,18,3,3.4,2,1
76,15,3,7.6,2,1
41,14,2,0.7,5,1
8,14,1,2.7,1,0
94,0,5,1.5,4,1
6,11,4,9.4,2,0
67,9,2,0.9,5,1
18,13,0,7.6,3,0
93,9,0,6.3,2,1
30,9,2,6.3,2,0
34,19,4,7.6,4,1
56,10,0,4.0,3,0
84,15,4,4.0,2,1
60,8,3,2.9,4,1
30,14,2,6.0,4,1
82,13,3,9.3,5,1
94,18,0,9.2,2,1
52,8,4,7.0,0,0
31,3,3,9.1,0,0
65,20,0,9.6,1,1
58,6,1,8.0,0,0
9,7,3,4.1,0,0
1,7,1,4.8,4,0
65,18,1,9.3,4,1
59,14,5,6.7,5,1
87,15,0,8.2,2,1
16,8,2,1.2,2,0
95,11,4,1.9,4,1
15,15,0,3.4,2,0
15,3,5,1.9,4,0
45,4,5,9.1,0,0
38,7,3,2.2,2,0
30,0,4,5.6,0,0
87,5,5,0.9,1,1
0,14,2,1.5,5,0
10,3,0,2.5,5,0
84,20,2,9.8,2,1
3,10,3,8.0,4,0
70,4,0,6.7,5,0
25,17,3,9.2,4,1
49,14,4,9.6,5,1
11,17,4,4.5,1,1
94,19,2,3.3,4,1
80,12,2,3.2,0,0
96,4,4,0.4,4,1
74,0,1,2.8,1,0
91,17,4,3.6,3,1
95,13,0,0.4,3,1
64,4,3,8.8,0,0
46,5,4,8.5,3,0
91,15,4,2.5,4,1
52,20,5,8.0,1,1
70,11,3,8.0,5,1
1,19,5,3.4,0,1
23,17,3,7.0,3,1
3,1,0,2.9,4,0
18,20,3,0.7,5,1
25,12,2,5.0,5,1
74,16,4,4.4,4,1
39,16,3,1.4,2,1
49,15,0,4.9,2,1
42,20,3,9.5,1,1
74,17,4,7.3,0,1
66,7,1,7.4,3,0
11,2,3,7.6,3,0
66,16,2,7.4,4,1
26,17,4,0.2,3,1
53,5,0,9.2,1,0
65,7,4,8.3,2,1
48,12,5,2.7,4,1
15,7,1,5.5,0,0
1,18,0,6.2,4,0
59,5,1,1.3,3,0
53,14,1,2.5,1,0
29,9,2,0.2,0,0
83,16,3,8.6,4,1
37,0,2,0.2,3,0
27,6,2,3.2,4,0
24,12,5,0.8,0,0
95,2,2,7.8,3,1
9,18,0,9.2,2,0
59,14,3,5.6,5,1
41,4,3,1.4,0,0
39,10,0,5.6,2,0
96,17,2,7.7,2,1
76,2,2,7.2,3,1
41,5,1,7.4,4,0
46,2,1,2.8,4,0
36,4,5,0.7,1,0
79,8,4,1.5,0,0
21,18,1,9.6,0,1
56,12,3,6.1,3,1
83,5,0,7.3,3,0
26,10,2,9.0,1,0
40,20,4,8.5,1,1
79,20,1,2.2,2,1
33,13,4,0.6,5,1
31,5,0,9.3,1,0
89,5,0,9.8,4,1
88,16,4,5.7,2,1
65,10,4,8.9,5,1
11,14,5,2.3,1,0
39,8,4,1.1,5,1
72,20,2,5.0,4,1
75,16,3,8.1,4,1
89,6,1,6.5,2,0
72,6,1,6.4,2,0
9,20,1,0.2,4,1
95,0,4,3.2,3,0
97,7,4,9.4,2,1
47,4,5,1.3,0,0
19,18,4,7.3,3,1
38,7,5,7.6,0,0
59,16,5,7.3,5,1
65,18,2,9.9,5,1
64,11,2,4.1,5,1
50,14,2,6.8,1,1
35,3,2,1.9,2,0
23,11,0,4.0,2,0
26,12,2,4.9,4,1
1,13,2,2.1,2,0
30,4,2,9.1,5,0
56,15,5,7.2,0,1
77,6,1,2.8,3,0
65,14,1,1.3,1,0
28,12,1,2.9,3,0
14,15,3,6.2,0,0
11,11,0,8.3,1,0
100,6,5,5.0,4,1
27,15,4,1.0,2,0
83,12,5,2.5,2,1
23,2,2,3.5,4,0
20,14,1,6.4,0,0
9,2,5,2.5,4,0
77,6,0,2.3,5,0
100,17,2,2.9,0,1
17,13,3,5.9,1,0
87,17,4,4.9,3,1
13,18,2,8.4,3,1
33,13,4,7.0,4,1
57,19,5,6.7,2,1
75,5,2,1.5,4,0
21,7,3,0.6,2,0
69,6,5,5.1,4,1
35,19,0,0.7,4,1
44,17,4,3.6,3,1
35,17,4,0.3,5,1
21,14,0,1.8,2,0
77,19,4,1.1,5,1
79,18,5,8.0,5,1
60,20,1,3.5,5,1
99,20,0,0.8,3,1
55,1,3,2.7,5,0
88,7,2,6.8,2,1
95,20,2,7.5,1,1
32,10,0,1.2,5,0
44,17,1,7.8,5,1
35,12,5,3.7,1,1
19,8,3,6.8,5,0
17,8,2,6.7,1,0
37,16,2,7.9,0,1
66,6,5,7.0,3,1
22,8,1,0.4,3,0
95,0,4,5.2,1,0
15,1,0,1.7,4,0
58,3,1,9.7,3,0
68,13,1,2.6,2,1
67,3,1,4.2,3,0
20,1,1,2.0,3,0
77,7,4,1.3,2,1
94,17,5,6.0,1,1
77,18,3,4.9,1,1
69,13,1,3.7,2,1
11,19,1,0.9,3,0
15,9,0,7.4,5,0
80,16,2,0.1,3,1
86,7,4,4.6,1,1
13,13,1,6.3,5,0
60,20,3,4.3,0,1
70,7,3,1.3,1,0
45,4,3,7.8,2,0
31,15,0,3.2,5,0
14,7,3,1.3,0,0
43,9,5,5.5,0,1
16,7,0,0.2,2,0
40,8,4,3.2,5,1
53,17,3,7.5,4,1
43,2,2,9.1,1,0
97,16,1,5.9,3,1
4,19,4,2.2,5,1
26,14,5,2.2,1,1
86,20,2,6.0,2,1
77,16,4,4.1,3,1
78,7,5,1.8,4,1
42,1,3,7.9,2,0
96,16,4,2.0,1,1
30,17,4,3.2,0,1
98,4,4,0.6,2,1
16,8,0,7.0,2,0
91,8,2,2.8,1,1
82,1,5,2.3,4,0
53,1,3,3.0,1,0
61,18,1,8.7,1,1
86,2,3,5.2,4,1
31,16,3,1.6,4,0
39,13,0,7.7,2,0
12,13,0,2.1,0,0
83,13,4,4.1,1,1
34,5,3,5.7,0,0
4,2,2,5.8,4,0
72,0,0,0.7,4,0
28,15,5,8.4,1,1
69,3,0,4.8,2,0
24,0,2,9.9,1,0
94,16,0,7.2,2,1
21,17,2,9.9,3,1
65,7,1,4.5,2,0
44,1,2,1.4,1,0
68,17,1,7.3,1,1
90,15,5,7.8,2,1
88,9,4,8.5,0,1
71,7,4,3.0,2,1
0,11,0,5.1,3,0
83,15,2,8.6,3,1
43,11,0,8.6,0,0
86,10,2,0.3,3,1
95,19,0,6.7,1,1
74,18,4,6.0,0,1
38,0,5,0.8,0,0
53,2,4,9.3,0,0
87,11,0,4.5,5,1
74,8,2,6.7,2,1
28,20,3,8.8,2,1
53,4,5,1.3,0,0
89,0,2,8.6,3,1
15,9,0,7.2,5,0
98,16,2,8.4,5,1
19,3,1,4.9,1,0
45,14,2,0.3,1,0
66,18,4,6.7,2,1
64,7,4,3.7,4,1
57,14,1,4.0,0,0
52,6,5,4.4,4,1
0,14,2,4.9,1,0
80,7,5,6.6,2,1
65,9,3,7.3,2,1
28,17,2,7.8,2,1
83,3,4,6.7,2,1
69,14,4,8.0,2,1
7,10,5,1.2,0,0
28,2,0,8.4,5,0
50,14,4,3.9,4,1
32,2,0,5.3,5,0
2,14,4,4.3,1,0
59,5,4,4.8,1,0
34,0,3,2.9,5,0
68,13,0,1.7,2,1
90,15,0,1.0,2,1
75,0,4,4.5,5,0
83,20,0,1.3,2,1
19,16,4,2.4,5,1
72,7,4,1.3,3,1
38,17,5,1.1,1,1
3,15,2,8.8,2,0
18,5,0,6.7,4,0
90,9,1,9.2,3,1
44,9,5,6.4,0,1
42,4,0,8.4,3,0
12,11,0,5.6,3,0
12,19,3,4.6,3,1
59,16,1,5.3,4,1
56,13,1,3.2,1,1
85,13,3,6.6,2,1
91,2,3,9.0,4,1
51,11,0,7.8,4,1
52,19,2,4.6,5,1
85,17,3,9.5,2,1
42,11,1,9.9,5,1
82,1,1,4.9,5,0
71,1,0,8.6,3,0
71,16,2,0.0,5,1
41,9,4,0.7,0,0
89,17,3,0.2,3,1
25,18,3,7.7,3,1
22,20,0,0.8,5,1
42,0,5,0.2,5,0
76,3,5,1.5,1,0
27,3,2,3.1,3,0
8,1,1,4.6,0,0
19,18,1,0.7,4,1
55,20,4,5.0,5,1
82,11,1,2.5,3,1
38,9,5,2.7,4,1
50,12,5,8.2,5,1
11,19,3,9.9,1,1
78,14,4,4.6,5,1
94,2,2,3.2,0,0
54,19,4,9.3,2,1
77,12,2,5.0,2,1
10,7,5,7.3,5,0
25,6,1,4.1,1,0
41,7,0,2.0,0,0
26,17,4,6.5,5,1
10,8,4,6.6,4,0
37,5,3,4.6,1,0
97,3,3,2.7,3,0
42,14,5,8.3,4,1
18,4,2,2.8,5,0
63,4,0,6.6,3,0
5,6,3,3.8,3,0
45,8,3,4.7,4,0
41,6,1,2.1,3,0
91,8,1,6.5,2,1
64,19,5,2.3,4,1
98,9,5,4.9,1,1
71,3,3,3.3,2,0
58,5,2,9.6,1,0
51,13,0,9.8,0,0
46,8,3,7.5,1,0
6,0,2,9.8,4,0
10,16,2,1.1,1,0
60,12,3,9.9,0,1
67,6,2,1.0,3,0
24,8,4,4.2,4,0
11,10,2,2.4,5,0
25,2,3,9.5,2,0
11,11,2,6.4,2,0
42,20,3,6.0,1,1
50,2,1,10.0,2,0
36,14,3,6.1,0,1
45,20,2,6.5,5,1
52,9,3,0.4,2,0
87,0,0,8.6,1,0
79,13,3,9.7,2,1
12,19,3,9.6,3,1
88,5,0,2.2,3,0
53,1,0,2.3,2,0
56,7,0,3.7,4,0
3,0,5,3.1,5,0
74,3,4,3.1,2,0
95,3,5,6.1,3,1
48,4,3,8.1,3,0
6,19,5,9.4,0,1
10,8,5,0.7,1,0
91,12,0,2.8,0,1
53,17,0,2.6,4,1
86,16,1,3.6,1,1
44,0,5,4.2,2,0
22,14,4,3.9,2,1
27,1,3,9.5,4,0
56,15,2,4.4,5,1
25,19,4,5.5,3,1
24,4,4,7.5,5,0
53,18,1,7.3,2,1
28,4,3,5.8,0,0
82,1,3,8.6,3,1
96,6,0,6.2,2,0
35,2,0,8.7,3,0
13,16,4,3.0,5,1
77,2,1,1.3,1,0
34,12,3,8.2,2,1
29,6,1,3.8,2,0
91,2,2,6.5,3,0
16,14,3,7.4,1,0
66,17,0,3.3,0,1
79,9,4,5.1,1,1
29,6,1,8.9,0,0
92,8,0,8.8,4,1
44,4,4,7.5,5,0
78,19,0,7.6,1,1
88,7,3,9.0,0,1
50,13,1,7.4,3,1
46,3,2,3.4,0,0
52,19,5,1.2,4,1
63,13,0,4.2,0,0
37,11,5,0.9,5,1
63,1,1,1.2,1,0
86,12,3,9.5,0,1
88,0,0,6.8,1,0
6,19,3,8.5,4,1
21,6,2,6.4,0,0
80,8,2,4.2,0,0
81,16,4,0.3,4,1
40,20,4,9.6,5,1
73,12,4,0.7,0,1
9,9,3,6.1,1,0
56,15,4,1.0,5,1
6,5,1,2.8,2,0
49,15,5,1.9,5,1
90,10,5,5.5,2,1
51,19,3,8.9,1,1
32,2,3,6.4,0,0
0,8,4,6.6,1,0
52,14,5,9.1,4,1
59,12,5,7.5,1,1
33,9,4,8.7,2,0
3,19,3,4.2,5,1
16,12,2,8.7,3,0
3,16,2,6.5,4,1
42,6,4,1.4,0,0
89,5,2,0.4,5,1
3,12,1,2.4,1,0
0,16,1,3.8,4,0
70,14,1,8.4,2,1
93,3,3,7.4,0,1
49,14,3,9.6,1,1
72,13,3,5.6,5,1
60,20,3,7.5,1,1
34,10,3,2.8,0,0
7,3,4,6.8,5,0
23,2,2,7.1,3,0
82,1,4,8.5,3,0
35,19,2,5.4,4,1
49,9,4,6.5,1,1
42,12,1,2.0,4,0
26,19,0,7.4,0,0
31,20,3,8.4,5,1
77,17,0,5.9,4,1
17,20,0,1.2,1,0
27,15,1,3.1,3,0
28,10,0,4.8,3,0
15,9,0,6.8,0,0
98,8,1,3.2,2,1
46,11,2,8.4,4,0
58,18,4,3.7,0,1
30,0,5,0.4,3,0
3,17,0,7.9,1,0
36,13,3,6.4,1,1
16,20,1,8.0,5,1
38,0,0,3.5,2,0
47,16,5,0.2,2,1
45,10,2,0.7,3,0
89,19,2,1.1,2,1
47,14,5,8.1,2,1
38,3,3,3.0,1,0
3,14,0,10.0,5,0
29,13,3,7.6,4,1
29,0,2,6.0,1,0
21,8,2,9.8,5,0
74,6,4,3.2,1,1
65,10,2,1.7,3,0
11,1,1,7.4,5,0
93,1,4,2.8,5,1
35,5,3,9.6,3,0
17,18,2,9.9,5,1
89,19,5,9.3,4,1
52,13,1,9.4,0,0
70,2,4,6.2,2,0
0,6,1,6.9,5,0
57,6,4,0.9,2,0
89,3,4,7.6,1,1
86,4,4,2.0,1,0
89,16,5,8.4,5,1
5,3,3,9.6,5,0
69,12,4,2.1,5,1
43,15,4,0.8,4,1
71,15,1,4.8,5,1
23,1,4,7.9,2,0
85,17,3,7.7,1,1
18,0,5,7.0,1,0
100,17,5,8.2,5,1
17,7,1,1.7,3,0
94,10,4,6.5,0,1
100,14,1,6.1,5,1
29,15,5,1.5,4,1
41,16,3,4.1,0,1
32,16,1,8.5,0,0
73,11,3,9.7,5,1
100,9,2,6.7,4,1
11,19,4,9.2,2,1
93,5,3,1.3,5,1
26,7,4,9.8,1,0
38,12,3,0.3,4,0
8,1,0,5.3,1,0
20,18,0,2.9,5,0
75,9,0,8.1,5,1
28,3,3,2.2,3,0
32,11,5,0.1,0,0
61,17,5,4.1,3,1
14,6,4,0.6,0,0
1,19,0,2.9,2,0
51,3,4,6.4,4,0
43,6,3,2.9,2,0
53,9,4,2.5,0,0
17,14,4,1.6,5,1
2,11,0,1.4,3,0
6,0,5,5.3,0,0
42,19,1,6.8,5,1
81,17,2,4.5,2,1
37,15,3,1.2,5,1
36,4,3,6.5,5,0
57,18,3,5.6,2,1
32,3,2,3.8,3,0
58,5,1,3.3,5,0
94,16,5,1.8,3,1
10,6,4,1.5,5,0
67,6,5,3.4,5,1
81,8,3,0.4,2,1
67,12,4,4.4,0,1
97,19,0,6.0,0,1
92,13,5,9.4,4,1
87,15,0,6.3,2,1
21,8,0,6.2,4,0
65,14,5,3.7,5,1
43,4,3,1.3,2,0
5,17,2,4.5,4,1
41,20,3,6.0,1,1
24,19,0,7.2,0,1
56,7,0,8.3,0,0
84,14,3,2.6,1,1
54,20,2,2.4,3,1
15,8,2,5.7,1,0
94,18,4,5.7,0,1
13,5,1,2.2,2,0
38,3,0,5.9,4,0
27,10,2,3.5,0,0
95,9,5,6.4,1,1
91,2,0,2.9,2,0
50,0,1,5.9,0,0
48,11,5,7.7,1,1
8,14,0,9.8,0,0
57,14,2,9.1,1,1
44,20,4,5.0,5,1
21,13,3,4.9,1,0
31,6,5,4.4,0,0
68,16,3,0.3,2,1
86,18,2,1.7,0,1
68,6,2,0.6,0,0
41,2,5,7.0,5,0
52,2,1,4.1,2,0
95,17,5,0.6,5,1
58,19,0,6.9,0,1
73,13,1,6.4,5,1
38,2,3,7.2,4,0
14,6,0,6.0,4,0
70,6,1,1.6,4,0
28,4,3,0.6,1,0
2,2,0,8.2,3,0
82,17,4,2.2,5,1
9,14,5,5.4,0,0
91,19,5,4.9,3,1
28,13,5,9.2,5,1
78,3,4,5.5,4,1
34,7,1,5.8,2,0
5,20,2,3.2,4,1
11,12,0,9.6,0,0
37,7,1,6.1,3,0
76,14,2,0.0,3,1
92,16,5,5.6,5,1
18,4,5,3.6,1,0
66,19,5,0.3,2,1
7,3,2,4.3,4,0
7,10,0,7.7,2,0
83,17,0,5.0,0,1
46,9,2,6.4,1,0
3,16,3,6.4,4,1
50,14,5,6.7,0,1
84,5,1,3.9,2,0
66,20,0,3.7,1,1
44,15,2,0.0,4,1
7,14,3,1.5,2,0
86,7,4,9.5,4,1
15,8,2,8.4,1,0
76,10,3,2.8,1,1
66,1,4,4.0,2,0
8,12,3,9.4,4,1
59,3,0,2.5,3,0
77,8,2,5.3,0,1
76,4,4,0.2,1,0
70,18,3,6.2,4,1
14,2,4,9.3,2,0
70,20,1,8.8,2,1
97,2,2,5.0,1,1
40,5,0,6.5,5,0
21,9,4,5.7,1,0
23,4,5,0.7,5,0
100,2,3,1.6,3,1
43,6,5,9.6,2,0
0,17,4,2.6,4,1
9,7,5,3.8,5,0
79,0,3,5.1,0,0
71,3,4,9.8,0,0
55,6,0,6.9,3,0
88,13,0,6.3,5,1
49,12,2,5.2,5,1
11,9,0,7.0,4,0
88,17,4,6.6,0,1
80,0,4,9.0,0,0
59,3,0,5.4,4,0
25,15,1,4.2,5,1
77,15,4,8.1,4,1
40,17,2,8.0,1,1
35,7,1,1.7,0,0
22,9,0,2.4,5,0
42,15,3,9.6,0,1
5,10,4,4.4,3,0
68,5,3,5.2,1,0
42,0,5,3.1,1,0
24,11,2,4.8,0,0
17,5,1,7.4,2,0
61,12,3,4.8,2,1
12,16,2,3.1,4,1
42,0,3,1.0,1,0
77,7,3,9.3,0,1
27,7,2,8.7,5,0
17,10,4,7.9,0,0
58,13,3,6.9,0,1
59,9,2,5.2,5,1
62,14,3,9.0,5,1
56,6,4,7.9,3,1
91,6,2,8.2,2,1
50,9,3,3.1,3,1
55,3,0,4.2,0,0
26,17,4,7.1,0,1
31,9,3,3.7,1,0
8,18,1,4.9,1,0
95,13,2,6.5,2,1
83,12,3,4.4,5,1
91,14,4,7.9,4,1
96,15,4,1.2,0,1
67,1,1,7.2,1,0
45,3,1,1.5,2,0
